,毕业去向,就业去向,就业状态,就业类型描述,单位注册地区,单位性质,薪酬范围
2722,待就业,正在求职,0,未就业,,未就业,0
2723,待就业,正在求职,0,未就业,,未就业,0
2724,待就业,正在求职,0,未就业,,未就业,0
2725,待就业,正在求职,0,未就业,,未就业,0
2726,待就业,正在求职,0,未就业,,未就业,0
2727,待就业,正在求职,0,未就业,,未就业,0
2728,待就业,正在求职,0,未就业,,未就业,0
2729,待就业,正在求职,0,未就业,,未就业,0
2730,待就业,正在求职,0,未就业,,未就业,0
2731,待就业,正在求职,0,未就业,,未就业,0
2732,待就业,正在求职,0,未就业,,未就业,0
2733,待就业,正在求职,0,未就业,,未就业,0
2734,待就业,正在求职,0,未就业,,未就业,0
2735,待就业,正在求职,0,未就业,,未就业,0
2736,待就业,正在求职,0,未就业,,未就业,0
2737,待就业,正在求职,0,未就业,,未就业,0
2738,待就业,正在求职,0,未就业,,未就业,0
2739,待就业,正在求职,0,未就业,,未就业,0
2740,待就业,正在求职,0,未就业,,未就业,0
2741,待就业,正在求职,0,未就业,,未就业,0
2742,待就业,正在求职,0,未就业,,未就业,0
2743,待就业,正在求职,0,未就业,,未就业,0
2744,待就业,正在求职,0,未就业,,未就业,0
2745,待就业,正在求职,0,未就业,,未就业,0
2746,待就业,正在求职,0,未就业,,未就业,0
2747,待就业,正在求职,0,未就业,,未就业,0
2748,待就业,正在求职,0,未就业,,未就业,0
2749,待就业,正在求职,0,未就业,,未就业,0
2750,待就业,正在求职,0,未就业,,未就业,0
2751,待就业,正在求职,0,未就业,,未就业,0
2752,待就业,正在求职,0,未就业,,未就业,0
2753,待就业,正在求职,0,未就业,,未就业,0
2754,待就业,正在求职,0,未就业,,未就业,0
2755,待就业,正在求职,0,未就业,,未就业,0
2756,待就业,正在求职,0,未就业,,未就业,0
2757,待就业,正在求职,0,未就业,,未就业,0
2758,待就业,正在求职,0,未就业,,未就业,0
2759,待就业,正在求职,0,未就业,,未就业,0
2760,待就业,正在求职,0,未就业,,未就业,0
2761,待就业,正在求职,0,未就业,,未就业,0
2762,待就业,正在求职,0,未就业,,未就业,0
2763,待就业,正在求职,0,未就业,,未就业,0
2764,待就业,正在求职,0,未就业,,未就业,0
2765,待就业,正在求职,0,未就业,,未就业,0
2766,待就业,正在求职,0,未就业,,未就业,0
2767,待就业,正在求职,0,未就业,,未就业,0
2768,待就业,正在求职,0,未就业,,未就业,0
2769,待就业,正在求职,0,未就业,,未就业,0
2770,待就业,正在求职,0,未就业,,未就业,0
2771,待就业,正在求职,0,未就业,,未就业,0
2772,待就业,正在求职,0,未就业,,未就业,0
2773,待就业,正在求职,0,未就业,,未就业,0
2774,待就业,正在求职,0,未就业,,未就业,0
2775,待就业,正在求职,0,未就业,,未就业,0
2776,待就业,正在求职,0,未就业,,未就业,0
2777,待就业,正在求职,0,未就业,,未就业,0
2778,待就业,正在求职,0,未就业,,未就业,0
2779,待就业,正在求职,0,未就业,,未就业,0
2780,待就业,正在求职,0,未就业,,未就业,0
2781,待就业,正在求职,0,未就业,,未就业,0
2782,待就业,正在求职,0,未就业,,未就业,0
2783,待就业,正在求职,0,未就业,,未就业,0
2784,待就业,正在求职,0,未就业,,未就业,0
2785,待就业,正在求职,0,未就业,,未就业,0
2786,待就业,正在求职,0,未就业,,未就业,0
2787,待就业,正在求职,0,未就业,,未就业,0
2788,待就业,正在求职,0,未就业,,未就业,0
2789,待就业,正在求职,0,未就业,,未就业,0
2790,待就业,正在求职,0,未就业,,未就业,0
2791,待就业,正在求职,0,未就业,,未就业,0
2792,待就业,正在求职,0,未就业,,未就业,0
2793,待就业,正在求职,0,未就业,,未就业,0
2794,待就业,正在求职,0,未就业,,未就业,0
2795,待就业,正在求职,0,未就业,,未就业,0
2796,待就业,正在求职,0,未就业,,未就业,0
2797,待就业,正在求职,0,未就业,,未就业,0
2798,待就业,正在求职,0,未就业,,未就业,0
2799,待就业,正在求职,0,未就业,,未就业,0
2800,待就业,正在求职,0,未就业,,未就业,0
2801,待就业,正在求职,0,未就业,,未就业,0
2802,待就业,正在求职,0,未就业,,未就业,0
2803,待就业,正在求职,0,未就业,,未就业,0
2804,待就业,正在求职,0,未就业,,未就业,0
2805,待就业,正在求职,0,未就业,,未就业,0
2806,待就业,正在求职,0,未就业,,未就业,0
2807,待就业,正在求职,0,未就业,,未就业,0
2808,待就业,正在求职,0,未就业,,未就业,0
2809,待就业,正在求职,0,未就业,,未就业,0
2810,待就业,正在求职,0,未就业,,未就业,0
2811,待就业,正在求职,0,未就业,,未就业,0
2812,待就业,正在求职,0,未就业,,未就业,0
2813,待就业,正在求职,0,未就业,,未就业,0
2814,待就业,正在求职,0,未就业,,未就业,0
2815,待就业,正在求职,0,未就业,,未就业,0
2816,待就业,正在求职,0,未就业,,未就业,0
2817,待就业,正在求职,0,未就业,,未就业,0
2818,待就业,正在求职,0,未就业,,未就业,0
2819,待就业,正在求职,0,未就业,,未就业,0
2820,待就业,正在求职,0,未就业,,未就业,0
2821,待就业,正在求职,0,未就业,,未就业,0
2822,待就业,正在求职,0,未就业,,未就业,0
2823,待就业,正在求职,0,未就业,,未就业,0
2824,待就业,正在求职,0,未就业,,未就业,0
2825,待就业,正在求职,0,未就业,,未就业,0
2826,待就业,正在求职,0,未就业,,未就业,0
2827,待就业,正在求职,0,未就业,,未就业,0
2828,待就业,正在求职,0,未就业,,未就业,0
2829,待就业,正在求职,0,未就业,,未就业,0
2830,待就业,正在求职,0,未就业,,未就业,0
2831,待就业,正在求职,0,未就业,,未就业,0
2832,待就业,正在求职,0,未就业,,未就业,0
2833,待就业,正在求职,0,未就业,,未就业,0
2834,待就业,正在求职,0,未就业,,未就业,0
2835,待就业,正在求职,0,未就业,,未就业,0
2836,待就业,正在求职,0,未就业,,未就业,0
2837,待就业,正在求职,0,未就业,,未就业,0
2838,待就业,正在求职,0,未就业,,未就业,0
2839,待就业,正在求职,0,未就业,,未就业,0
2840,待就业,正在求职,0,未就业,,未就业,0
2841,待就业,正在求职,0,未就业,,未就业,0
2842,待就业,正在求职,0,未就业,,未就业,0
2843,待就业,正在求职,0,未就业,,未就业,0
2844,待就业,正在求职,0,未就业,,未就业,0
2845,待就业,正在求职,0,未就业,,未就业,0
2846,待就业,正在求职,0,未就业,,未就业,0
2847,待就业,正在求职,0,未就业,,未就业,0
2848,待就业,正在求职,0,未就业,,未就业,0
2849,待就业,正在求职,0,未就业,,未就业,0
2850,待就业,正在求职,0,未就业,,未就业,0
2851,待就业,正在求职,0,未就业,,未就业,0
2852,待就业,正在求职,0,未就业,,未就业,0
2853,待就业,正在求职,0,未就业,,未就业,0
2854,待就业,正在求职,0,未就业,,未就业,0
2855,待就业,正在求职,0,未就业,,未就业,0
2856,待就业,正在求职,0,未就业,,未就业,0
2857,待就业,正在求职,0,未就业,,未就业,0
2858,待就业,正在求职,0,未就业,,未就业,0
2859,待就业,正在求职,0,未就业,,未就业,0
2860,待就业,正在求职,0,未就业,,未就业,0
2861,待就业,正在求职,0,未就业,,未就业,0
2862,待就业,正在求职,0,未就业,,未就业,0
2863,待就业,正在求职,0,未就业,,未就业,0
2864,待就业,正在求职,0,未就业,,未就业,0
2865,待就业,正在求职,0,未就业,,未就业,0
2866,待就业,正在求职,0,未就业,,未就业,0
2867,待就业,正在求职,0,未就业,,未就业,0
2868,待就业,正在求职,0,未就业,,未就业,0
2869,待就业,正在求职,0,未就业,,未就业,0
2870,待就业,正在求职,0,未就业,,未就业,0
2871,待就业,正在求职,0,未就业,,未就业,0
2872,待就业,正在求职,0,未就业,,未就业,0
2873,待就业,正在求职,0,未就业,,未就业,0
2874,待就业,正在求职,0,未就业,,未就业,0
2875,待就业,正在求职,0,未就业,,未就业,0
2876,待就业,正在求职,0,未就业,,未就业,0
2877,待就业,正在求职,0,未就业,,未就业,0
2878,待就业,正在求职,0,未就业,,未就业,0
2879,待就业,正在求职,0,未就业,,未就业,0
2880,待就业,正在求职,0,未就业,,未就业,0
2881,待就业,正在求职,0,未就业,,未就业,0
2882,待就业,正在求职,0,未就业,,未就业,0
2883,待就业,正在求职,0,未就业,,未就业,0
2884,待就业,正在求职,0,未就业,,未就业,0
2885,待就业,正在求职,0,未就业,,未就业,0
2886,待就业,正在求职,0,未就业,,未就业,0
2887,待就业,正在求职,0,未就业,,未就业,0
2888,待就业,正在求职,0,未就业,,未就业,0
2889,待就业,正在求职,0,未就业,,未就业,0
2890,待就业,正在求职,0,未就业,,未就业,0
2891,待就业,正在求职,0,未就业,,未就业,0
2892,待就业,正在求职,0,未就业,,未就业,0
2893,待就业,正在求职,0,未就业,,未就业,0
2894,待就业,正在求职,0,未就业,,未就业,0
2895,待就业,正在求职,0,未就业,,未就业,0
2896,待就业,正在求职,0,未就业,,未就业,0
2897,待就业,正在求职,0,未就业,,未就业,0
2898,待就业,正在求职,0,未就业,,未就业,0
2899,待就业,正在求职,0,未就业,,未就业,0
2900,待就业,正在求职,0,未就业,,未就业,0
2901,待就业,正在求职,0,未就业,,未就业,0
2902,待就业,正在求职,0,未就业,,未就业,0
2903,待就业,正在求职,0,未就业,,未就业,0
2904,待就业,正在求职,0,未就业,,未就业,0
2905,待就业,正在求职,0,未就业,,未就业,0
2906,待就业,正在求职,0,未就业,,未就业,0
2907,待就业,正在求职,0,未就业,,未就业,0
2908,待就业,正在求职,0,未就业,,未就业,0
2909,待就业,正在求职,0,未就业,,未就业,0
2910,待就业,正在求职,0,未就业,,未就业,0
2911,待就业,正在求职,0,未就业,,未就业,0
2912,待就业,正在求职,0,未就业,,未就业,0
2913,待就业,正在求职,0,未就业,,未就业,0
2914,待就业,正在求职,0,未就业,,未就业,0
2915,待就业,正在求职,0,未就业,,未就业,0
2916,待就业,正在求职,0,未就业,,未就业,0
2917,待就业,正在求职,0,未就业,,未就业,0
2918,待就业,正在求职,0,未就业,,未就业,0
2919,待就业,正在求职,0,未就业,,未就业,0
2920,待就业,正在求职,0,未就业,,未就业,0
2921,待就业,正在求职,0,未就业,,未就业,0
2922,待就业,正在求职,0,未就业,,未就业,0
2923,待就业,正在求职,0,未就业,,未就业,0
2924,待就业,正在求职,0,未就业,,未就业,0
2925,待就业,正在求职,0,未就业,,未就业,0
2926,待就业,正在求职,0,未就业,,未就业,0
2927,待就业,正在求职,0,未就业,,未就业,0
2928,待就业,正在求职,0,未就业,,未就业,0
2929,待就业,正在求职,0,未就业,,未就业,0
2930,待就业,正在求职,0,未就业,,未就业,0
2931,待就业,正在求职,0,未就业,,未就业,0
2932,待就业,正在求职,0,未就业,,未就业,0
2933,待就业,正在求职,0,未就业,,未就业,0
2934,待就业,正在求职,0,未就业,,未就业,0
2935,待就业,正在求职,0,未就业,,未就业,0
2936,待就业,正在求职,0,未就业,,未就业,0
2937,待就业,正在求职,0,未就业,,未就业,0
2938,待就业,正在求职,0,未就业,,未就业,0
2939,待就业,正在求职,0,未就业,,未就业,0
2940,待就业,正在求职,0,未就业,,未就业,0
2941,待就业,正在求职,0,未就业,,未就业,0
2942,待就业,正在求职,0,未就业,,未就业,0
2943,待就业,正在求职,0,未就业,,未就业,0
2944,待就业,正在求职,0,未就业,,未就业,0
2945,待就业,正在求职,0,未就业,,未就业,0
2946,待就业,正在求职,0,未就业,,未就业,0
2947,待就业,正在求职,0,未就业,,未就业,0
2948,待就业,正在求职,0,未就业,,未就业,0
2949,待就业,正在求职,0,未就业,,未就业,0
2950,待就业,正在求职,0,未就业,,未就业,0
2951,待就业,正在求职,0,未就业,,未就业,0
2952,待就业,正在求职,0,未就业,,未就业,6500-6999
2953,待就业,正在求职,0,未就业,,未就业,0
2954,待就业,正在求职,0,未就业,,未就业,0
2955,待就业,正在求职,0,未就业,,未就业,0
2956,待就业,正在求职,0,未就业,,未就业,0
2957,待就业,正在求职,0,未就业,,未就业,0
2958,待就业,正在求职,0,未就业,,未就业,0
2959,待就业,正在求职,0,未就业,,未就业,0
2960,待就业,正在求职,0,未就业,,未就业,0
2961,待就业,正在求职,0,未就业,,未就业,0
2962,待就业,正在求职,0,未就业,,未就业,0
2963,待就业,正在求职,0,未就业,,未就业,0
2964,待就业,正在求职,0,未就业,,未就业,0
2965,待就业,正在求职,0,未就业,,未就业,0
2966,待就业,正在求职,0,未就业,,未就业,0
2967,待就业,正在求职,0,未就业,,未就业,0
2968,待就业,正在求职,0,未就业,,未就业,0
2969,待就业,正在求职,0,未就业,,未就业,0
2970,待就业,正在求职,0,未就业,,未就业,0
2971,待就业,正在求职,0,未就业,,未就业,0
2972,待就业,正在求职,0,未就业,,未就业,0
2973,待就业,正在求职,0,未就业,,未就业,0
2974,待就业,正在求职,0,未就业,,未就业,0
2975,待就业,正在求职,0,未就业,,未就业,0
2976,待就业,正在求职,0,未就业,,未就业,0
2977,待就业,正在求职,0,未就业,,未就业,0
2978,待就业,正在求职,0,未就业,,未就业,0
2979,待就业,正在求职,0,未就业,,未就业,0
2980,待就业,正在求职,0,未就业,,未就业,0
2981,待就业,正在求职,0,未就业,,未就业,0
2982,待就业,正在求职,0,未就业,,未就业,0
2983,待就业,正在求职,0,未就业,,未就业,0
2984,待就业,正在求职,0,未就业,,未就业,0
2985,待就业,正在求职,0,未就业,,未就业,0
2986,待就业,正在求职,0,未就业,,未就业,0
2987,待就业,正在求职,0,未就业,,未就业,0
2988,待就业,正在求职,0,未就业,,未就业,0
2989,待就业,正在求职,0,未就业,,未就业,0
2990,待就业,正在求职,0,未就业,,未就业,0
2991,待就业,正在求职,0,未就业,,未就业,0
2992,待就业,正在求职,0,未就业,,未就业,0
2993,待就业,正在求职,0,未就业,,未就业,0
2994,待就业,正在求职,0,未就业,,未就业,0
2995,待就业,正在求职,0,未就业,,未就业,0
2996,待就业,正在求职,0,未就业,,未就业,0
2997,待就业,正在求职,0,未就业,,未就业,0
2998,待就业,正在求职,0,未就业,,未就业,0
2999,待就业,正在求职,0,未就业,,未就业,0
3000,待就业,正在求职,0,未就业,,未就业,0
3001,待就业,正在求职,0,未就业,,未就业,0
3002,待就业,正在求职,0,未就业,,未就业,0
3003,待就业,正在求职,0,未就业,,未就业,0
3004,其他暂不就业,自愿暂时不就业,0,未就业,,未就业,0
3005,其他暂不就业,自愿暂时不就业,0,未就业,,未就业,0
3006,其他暂不就业,自愿暂时不就业,0,未就业,,未就业,0
3007,其他暂不就业,自愿暂时不就业,0,未就业,,未就业,0
3008,其他暂不就业,自愿暂时不就业,0,未就业,,未就业,0
3009,其他暂不就业,自愿暂时不就业,0,未就业,,未就业,0
3010,其他暂不就业,自愿暂时不就业,0,未就业,,未就业,0
