,毕业去向,就业去向,就业状态,就业类型描述,单位注册地区,单位性质,薪酬范围
428,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市高新技术产业开发区,国有企业,4000-4499
429,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市高新技术产业开发区,国有企业,4000-4499
430,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市高新技术产业开发区,其他企业,5000-5499
431,自由职业,灵活就业等其他自主就业,1,自由职业,山东省济南市高新技术产业开发区,未就业,0
432,签就业协议形式就业,其他形式就业,1,协议就业,山东省济南市高新技术产业开发区,未就业,4500-4999
433,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市济南新旧动能转换起步区,国有企业,7000-7499
434,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市济南新旧动能转换起步区,国有企业,7000-7499
435,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市济南新旧动能转换起步区,国有企业,7000-7499
436,签就业协议形式就业,非国有企业就业,1,协议就业,山东省商河县,其他企业,4000-4499
437,签就业协议形式就业,非国有企业就业,1,协议就业,山东省平阴县,其他企业,5000-5499
438,其他录用形式就业,其他形式就业,1,其他录用形式就业,山东省济南市莱芜区,其他企业,3000-3499
439,其他录用形式就业,其他形式就业,1,其他录用形式就业,山东省济南市莱芜区,其他企业,2000-2499
440,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市济阳区,其他企业,4500-4999
441,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市长清区,其他企业,4500-4999
442,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市长清区,其他企业,4500-4999
443,自主创业,自主创业,1,自主创业,山东省济南市长清区,未就业,0
444,自主创业,自主创业,1,自主创业,山东省济南市长清区,未就业,0
445,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市历城区,医疗卫生单位,3000-3499
446,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历城区,国有企业,7000-7499
447,自由职业,灵活就业等其他自主就业,1,自由职业,山东省济南市历城区,未就业,0
448,其他录用形式就业,其他形式就业,1,其他录用形式就业,山东省济南市历城区,其他企业,3000-3499
449,其他录用形式就业,其他形式就业,1,其他录用形式就业,山东省济南市历城区,其他企业,3000-3499
450,其他录用形式就业,其他形式就业,1,其他录用形式就业,山东省济南市历城区,其他企业,3000-3499
451,签就业协议形式就业,非国有企业就业,1,协议就业,山东省济南市天桥区,其他企业,3000-3499
452,其他录用形式就业,其他形式就业,1,其他录用形式就业,山东省济南市天桥区,其他企业,3500-3999
453,其他录用形式就业,其他形式就业,1,其他录用形式就业,山东省济南市天桥区,其他企业,3000-3499
454,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市槐荫区,其他企业,3500-3999
455,其他录用形式就业,其他形式就业,1,其他录用形式就业,山东省济南市槐荫区,其他企业,2500-2999
456,其他录用形式就业,其他形式就业,1,其他录用形式就业,山东省济南市槐荫区,其他企业,3000-3499
457,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市市中区,其他企业,3500-3999
458,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市市中区,其他企业,4500-4999
459,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市市中区,其他企业,3000-3499
460,签就业协议形式就业,非国有企业就业,1,协议就业,山东省济南市市中区,其他企业,4000-4499
461,其他录用形式就业,其他形式就业,1,其他录用形式就业,山东省济南市市中区,其他企业,2500-2999
462,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市历下区,其他企业,3000-3499
463,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市历下区,其他企业,2500-2999
464,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市历下区,其他企业,3500-3999
465,签劳动合同形式就业,单位就业,1,劳动合同就业,山东省济南市历下区,其他企业,2500-2999
466,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历下区,国有企业,3000-3499
467,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历下区,国有企业,3000-3499
468,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历下区,国有企业,3000-3499
469,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历下区,国有企业,3000-3499
470,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历下区,国有企业,3000-3499
471,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历下区,国有企业,3000-3499
472,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历下区,国有企业,3000-3499
473,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历下区,国有企业,3000-3499
474,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历下区,国有企业,3000-3499
475,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历下区,国有企业,3000-3499
476,签就业协议形式就业,国有企业就业,1,协议就业,山东省济南市历下区,国有企业,3000-3499
